date,open,high,low,close
2023-02-28,ESH23,3991.5,4003.75,3965.0
2023-03-01,ESH23,3968.5,3991.0,3943.0
2023-03-02,ESH23,3959.75,3995.25,3925.0
2023-03-03,ESH23,3983.0,4053.0,3974.0
2023-03-06,ESH23,4049.25,4082.5,4041.75
2023-03-07,ESH23,4053.75,4064.5,3982.5
2023-03-08,ESH23,3990.0,4003.25,3971.5
2023-03-09,ESH23,3997.0,4019.75,3909.5
2023-03-10,ESH23,3919.0,3941.75,3846.25
2023-03-13,ESM23,3920.5,3971.5,3839.25
2023-03-14,ESM23,3897.25,3972.5,3885.0
2023-03-15,ESM23,3953.75,3964.0,3865.0
2023-03-16,ESM23,3924.75,4000.0,3895.0
2023-03-17,ESM23,3995.0,4009.25,3932.5
2023-03-20,ESM23,3963.75,3989.5,3897.25
2023-03-21,ESM23,3986.5,4043.25,3981.75
2023-03-22,ESM23,4038.75,4073.75,3966.25
2023-03-23,ESM23,3972.75,4039.5,3948.5
2023-03-24,ESM23,3988.75,4010.75,3937.0
2023-03-27,ESM23,4008.0,4034.25,3997.5
2023-03-28,ESM23,4013.5,4023.75,3980.75
2023-03-29,ESM23,4006.5,4061.25,4006.0
2023-03-30,ESM23,4058.0,4087.75,4052.5
2023-03-31,ESM23,4081.0,4142.5,4078.0
2023-04-03,ESM23,4127.0,4157.75,4122.75
2023-04-04,ESM23,4152.5,4171.75,4115.25
2023-04-05,ESM23,4134.0,4135.5,4099.0
2023-04-06,ESM23,4113.75,4135.25,4096.5
2023-04-07,ESM23,4129.0,4146.75,4121.0
2023-04-10,ESM23,4139.0,4143.0,4098.75
2023-04-11,ESM23,4138.5,4151.75,4128.75
2023-04-12,ESM23,4137.5,4177.75,4113.5
2023-04-13,ESM23,4117.5,4177.0,4110.25
2023-04-14,ESM23,4168.75,4189.0,4138.0
2023-04-17,ESM23,4174.25,4180.5,4148.0
2023-04-18,ESM23,4177.0,4198.25,4164.5
2023-04-19,ESM23,4176.0,4187.5,4150.5
2023-04-20,ESM23,4172.25,4173.5,4137.0
2023-04-21,ESM23,4153.75,4161.0,4135.25
2023-04-24,ESM23,4150.0,4164.25,4133.5
2023-04-25,ESM23,4157.25,4158.5,4091.5
2023-04-26,ESM23,4110.25,4116.25,4068.75
2023-04-27,ESM23,4085.5,4166.5,4080.75
2023-04-28,ESM23,4151.0,4193.75,4131.5
2023-05-01,ESM23,4190.0,4206.25,4178.5
2023-05-02,ESM23,4179.5,4191.5,4105.5
2023-05-03,ESM23,4133.25,4167.0,4095.0
2023-05-04,ESM23,4087.0,4118.0,4062.25
2023-05-05,ESM23,4077.25,4163.25,4076.75
2023-05-08,ESM23,4151.0,4161.0,4137.5
2023-05-09,ESM23,4150.5,4153.0,4131.0
2023-05-10,ESM23,4133.0,4173.25,4112.25
2023-05-11,ESM23,4152.75,4168.5,4121.5
2023-05-12,ESM23,4144.5,4164.5,4111.75
2023-05-15,ESM23,4132.25,4156.25,4123.0
2023-05-16,ESM23,4148.25,4151.5,4120.0
2023-05-17,ESM23,4126.0,4179.0,4122.0
2023-05-18,ESM23,4171.25,4215.75,4161.25
2023-05-19,ESM23,4215.5,4227.25,4191.5
2023-05-22,ESM23,4189.0,4221.75,4186.5
2023-05-23,ESM23,4207.5,4222.75,4153.0
2023-05-24,ESM23,4158.0,4166.25,4114.0
2023-05-25,ESM23,4157.0,4175.5,4131.5
2023-05-26,ESM23,4157.0,4221.25,4146.0
2023-05-30,ESM23,4239.75,4243.25,4200.0
2023-05-31,ESM23,4213.0,4217.75,4174.0
2023-06-01,ESM23,4188.5,4239.75,4178.0
2023-06-02,ESM23,4231.75,4297.75,4229.0
2023-06-05,ESM23,4288.0,4305.75,4273.0
2023-06-06,ESM23,4279.75,4294.75,4268.5
2023-06-07,ESM23,4292.25,4304.75,4269.25
2023-06-08,ESM23,4273.25,4302.5,4262.75
2023-06-09,ESM23,4297.75,4325.5,4284.0
2023-06-12,ESU23,4349.75,4391.25,4348.75
2023-06-13,ESU23,4389.75,4423.25,4381.75
2023-06-14,ESU23,4417.25,4439.5,4383.5
2023-06-15,ESU23,4422.75,4485.5,4393.75
2023-06-16,ESU23,4469.0,4493.75,4451.0
2023-06-20,ESU23,4458.0,4462.0,4410.5
2023-06-21,ESU23,4430.25,4438.5,4403.5
2023-06-22,ESU23,4410.0,4427.0,4393.0
2023-06-23,ESU23,4425.75,4426.25,4381.5
2023-06-26,ESU23,4390.0,4403.0,4368.5
2023-06-27,ESU23,4375.75,4424.75,4371.5
2023-06-28,ESU23,4414.0,4430.25,4399.25
2023-06-29,ESU23,4423.75,4438.0,4409.75
2023-06-30,ESU23,4435.25,4498.0,4433.0
2023-07-03,ESU23,4485.5,4494.0,4479.5
2023-07-05,ESU23,4492.0,4493.75,4466.25
2023-07-06,ESU23,4481.75,4483.5,4419.5
2023-07-07,ESU23,4441.25,4476.0,4431.5
2023-07-10,ESU23,4437.5,4448.25,4411.25
2023-07-11,ESU23,4445.75,4478.5,4439.0
2023-07-12,ESU23,4471.0,4523.75,4470.0
2023-07-13,ESU23,4510.5,4551.5,4509.25
2023-07-14,ESU23,4539.5,4560.5,4531.0
2023-07-17,ESU23,4536.0,4565.75,4528.0
2023-07-18,ESU23,4550.25,4594.5,4544.75
2023-07-19,ESU23,4582.75,4609.25,4582.25
2023-07-20,ESU23,4593.25,4594.25,4557.25
